REF_DATE,GEO,DGUID,Classification_of_Instructional_Program_(CIP),Population_characteristics,Employment,Role,avg_hours_class_teaching,avg_hours_other_teaching,avg_hours_research,avg_hours_administrative,avg_hours_total
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.3,6.6,8.7,6.1,45
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Role, total",6.2,7.3,3.4,2.7,42
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],More than one job or business,"University professor, instructor, teacher, or researcher",4.3,6.3,5.5,3.1,43
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],Only job,"College professor, instructor, teacher, or researcher",10.9,16.2,3,4.7,35
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],Only job,"Contract, college professor, instructor, teacher, or researcher",9,11.2,3.5,1.8,26
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],Only job,"Contract, university professor, instructor, teacher, or researcher",7.7,11,7.7,3.2,30
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],Only job,"Permanent, college professor, instructor, teacher, or researcher",12.5,20,2.7,6.7,42
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.9,13.2,16.3,9.2,45
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],Only job,"Role, total",8.2,14,9.6,6.4,38
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],Only job,"University professor, instructor, teacher, or researcher",6.4,12.5,13.8,7.5,40
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],More than one job or business,"College professor, instructor, teacher, or researcher",8.7,9.2,1,2.3,42
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.7,7.3,0.7,1,41
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,5.8,3.6,1.4,42
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.6,15,2,6.2,47
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.3,6.5,8.8,6.4,46
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],More than one job or business,"Role, total",6.3,7.5,3.6,2.9,43
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],More than one job or business,"University professor, instructor, teacher, or researcher",4.2,6.1,5.7,3.4,43
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],Only job,"College professor, instructor, teacher, or researcher",11,16.3,2.8,4.6,35
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],Only job,"Contract, college professor, instructor, teacher, or researcher",8.8,10.5,3.5,1.7,25
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],Only job,"Contract, university professor, instructor, teacher, or researcher",7.9,12,6,3.2,29
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],Only job,"Permanent, college professor, instructor, teacher, or researcher",12.7,21,2.4,6.4,42
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.9,13.1,16.2,10,45
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],Only job,"Role, total",8.3,14.3,9.1,6.7,38
2019,Ontario,2016A000235,BHASE [b],Not a visible minority [2],Only job,"University professor, instructor, teacher, or researcher",6.5,12.8,13.4,8.1,41
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",More than one job or business,"College professor, instructor, teacher, or researcher",8.4,8.4,1.1,2.3,42
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.5,6.9,0.9,1.2,41
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,6.1,3.4,1.3,41
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.1,13.4,1.8,5.6,45
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.4,6.9,8.8,6.1,46
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",More than one job or business,"Role, total",6.3,7.4,3.4,2.7,42
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.4,6.4,5.5,3.1,43
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",Only job,"College professor, instructor, teacher, or researcher",11,16.2,3,4.7,35
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",Only job,"Contract, college professor, instructor, teacher, or researcher",9.2,11,3.4,1.8,25
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",Only job,"Contract, university professor, instructor, teacher, or researcher",7.9,11,7.7,3.2,30
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",12.4,20,2.7,6.7,42
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",5.9,13.1,16.2,9.3,45
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",Only job,"Role, total",8.2,13.9,9.6,6.5,38
2019,Ontario,2016A000235,BHASE [b],"Self-reported disability, total",Only job,"University professor, instructor, teacher, or researcher",6.5,12.5,13.8,7.6,40
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],More than one job or business,"College professor, instructor, teacher, or researcher",6.7,5.3,1.5,1.8,40
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",6.2,5.4,1.6,1.7,41
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",5.3,7.1,2.7,0.9,38
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",8.5,5.2,0.8,2.3,35
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.4,10,9,4.2,43
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],More than one job or business,"Role, total",5.8,6.6,3,1.8,40
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],More than one job or business,"University professor, instructor, teacher, or researcher",5,7.9,4.4,1.8,39
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],Only job,"College professor, instructor, teacher, or researcher",10.7,15.8,3.8,5.3,36
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],Only job,"Contract, college professor, instructor, teacher, or researcher",10.8,13.5,3.1,2,29
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],Only job,"Contract, university professor, instructor, teacher, or researcher",7.8,8.1,12.2,3.3,32
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],Only job,"Permanent, college professor, instructor, teacher, or researcher",10.6,18.1,4.6,8.6,42
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.5,12.9,16.6,6.7,42
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],Only job,"Role, total",7.7,12.6,11.7,5.5,37
2019,Ontario,2016A000235,BHASE [b],Visible minority [1],Only job,"University professor, instructor, teacher, or researcher",6.3,11.2,15,5.5,38
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",More than one job or business,"College professor, instructor, teacher, or researcher",8.4,8.4,1.1,2.3,42
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.5,6.9,0.9,1.2,41
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,6.1,3.4,1.3,41
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.1,13.4,1.8,5.6,45
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.4,6.9,8.8,6.1,46
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",More than one job or business,"Role, total",6.3,7.4,3.4,2.7,42
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.4,6.4,5.5,3.1,43
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",Only job,"College professor, instructor, teacher, or researcher",11,16.2,3,4.7,35
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",Only job,"Contract, college professor, instructor, teacher, or researcher",9.2,11,3.4,1.8,25
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",Only job,"Contract, university professor, instructor, teacher, or researcher",7.9,11,7.7,3.2,30
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",12.4,20,2.7,6.7,42
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",5.9,13.1,16.2,9.3,45
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",Only job,"Role, total",8.2,13.9,9.6,6.5,38
2019,Ontario,2016A000235,BHASE [b],"Visible minority status, total",Only job,"University professor, instructor, teacher, or researcher",6.5,12.5,13.8,7.6,40
2019,Ontario,2016A000235,STEM [a],Female gender [F],More than one job or business,"College professor, instructor, teacher, or researcher",8.5,12.8,1.9,1.8,39
2019,Ontario,2016A000235,STEM [a],Female gender [F],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.2,8.8,1.1,0.5,33
2019,Ontario,2016A000235,STEM [a],Female gender [F],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.3,9.3,7.7,1.6,43
2019,Ontario,2016A000235,STEM [a],Female gender [F],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",10.7,19.3,3.1,3.9,49
2019,Ontario,2016A000235,STEM [a],Female gender [F],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.4,9.4,11.2,6.3,46
2019,Ontario,2016A000235,STEM [a],Female gender [F],More than one job or business,"Role, total",6,10.7,6.5,3.2,42
2019,Ontario,2016A000235,STEM [a],Female gender [F],More than one job or business,"University professor, instructor, teacher, or researcher",4.4,9.4,9.5,4.1,44
2019,Ontario,2016A000235,STEM [a],Female gender [F],Only job,"College professor, instructor, teacher, or researcher",11.3,16.9,1.9,6.1,36
2019,Ontario,2016A000235,STEM [a],Female gender [F],Only job,"Contract, college professor, instructor, teacher, or researcher",10.1,10.6,2.3,2.1,25
2019,Ontario,2016A000235,STEM [a],Female gender [F],Only job,"Contract, university professor, instructor, teacher, or researcher",3.8,10.2,20,2.1,36
2019,Ontario,2016A000235,STEM [a],Female gender [F],Only job,"Permanent, college professor, instructor, teacher, or researcher",12.2,22,1.6,9.1,45
2019,Ontario,2016A000235,STEM [a],Female gender [F],Only job,"Permanent, university professor, instructor, teacher, or researcher",6.5,13.9,19.8,10.2,50
2019,Ontario,2016A000235,STEM [a],Female gender [F],Only job,"Role, total",6.8,13.6,16.6,7.6,45
2019,Ontario,2016A000235,STEM [a],Female gender [F],Only job,"University professor, instructor, teacher, or researcher",5.7,12.9,19.9,7.9,46
2019,Ontario,2016A000235,STEM [a],Gender diverse [D],More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,STEM [a],Gender diverse [D],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,STEM [a],Gender diverse [D],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,STEM [a],Gender diverse [D],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,STEM [a],Gender diverse [D],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,STEM [a],Gender diverse [D],More than one job or business,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,STEM [a],Gender diverse [D],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,STEM [a],Gender diverse [D],Only job,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
